gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
48808,Top of the Ladder: Marine Operations in the Northern Solomons,"Chapin, John C.",44977,en,World War II,Public domain in the USA.,TRUE
48809,Plans and Illustrations of Prisons and Reformatories,NA,NA,en,NA,Public domain in the USA.,TRUE
48810,A Magnificent Fight: Marines in the Battle for Wake Island,"Cressman, Robert",44980,en,World War II,Public domain in the USA.,TRUE
48811,From Makin to Bougainville: Marine Raiders in the Pacific War,"Hoffman, Jon T.",44981,en,World War II,Public domain in the USA.,TRUE
48812,"The Rural Magazine, and Literary Evening Fire-Side, Vol. 1 No. 12 (1820)",Various,116,en,NA,Public domain in the USA.,TRUE
48813,The Black Diamond,"Young, Francis Brett",31627,en,NA,Public domain in the USA.,TRUE
48815,"Mistress Spitfire
A Plain Account of Certain Episodes in the History of Richard Coope, Gent., and of His Cousin, Mistress Alison French, at the Time of the Revolution, 1642-1644",NA,NA,en,NA,Public domain in the USA.,TRUE
48816,"Big Game Shooting, volume 2 (of 2)","Phillipps-Wolley, Clive",35070,en,NA,Public domain in the USA.,TRUE
48818,Marianela,"Pérez Galdós, Benito",3821,en,NA,Public domain in the USA.,TRUE
48819,"Copy of Letters Sent to Great-Britain by His Excellency Thomas Hutchinson, the Hon. Andrew Oliver, and Several Other Persons",NA,NA,en,NA,Public domain in the USA.,TRUE
48821,From Headquarters: Odd Tales Picked up in the Volunteer Service,"Frye, James A. (James Albert)",44849,en,NA,Public domain in the USA.,TRUE
48822,"Three Years in the Service
A Record of the Doings of the 11th Reg. Missouri Vols.","McCall, D.",44983,en,NA,Public domain in the USA.,TRUE
48823,"Spies and Secret Service
The story of espionage, its main systems and chief exponents","Grant, Hamil",44984,en,NA,Public domain in the USA.,TRUE
48824,"Countess Vera; or, The Oath of Vengeance","Miller, Alex. McVeigh, Mrs.",35103,en,NA,Public domain in the USA.,TRUE
48826,"The Art of Home Candy Making, with Illustrations",Home Candy Makers,44986,en,NA,Public domain in the USA.,TRUE
48828,"Cunnie Rabbit, Mr. Spider and the Other Beef: West African Folk Tales",NA,NA,en,NA,Public domain in the USA.,TRUE
48829,"McClure's Magazine, Vol. 1, No. 6, November 1893",Various,116,en,McClure's Magazine,Public domain in the USA.,TRUE
48832,The Merry Christmas of the Old Woman who Lived in a Shoe,"Baker, George M. (George Melville)",44486,en,NA,Public domain in the USA.,TRUE
48833,"The Women's Victory—and After: Personal Reminiscences, 1911-1918","Fawcett, Millicent Garrett, Dame",5969,en,NA,Public domain in the USA.,TRUE
48834,"The Great Diamond Hoax
and Other Stirring Incidents in the Life of Asbury Harpending","Harpending, Asbury",44991,en,NA,Public domain in the USA.,TRUE
48835,Sport in the Crimea and Caucasus,"Phillipps-Wolley, Clive",35070,en,NA,Public domain in the USA.,TRUE
48836,Across the Reef: The Marine Assault of Tarawa,"Alexander, Joseph H.",44993,en,World War II,Public domain in the USA.,TRUE
48837,"Life of Napoleon Bonaparte, Volume I.","Scott, Walter",59,en,NA,Public domain in the USA.,TRUE
48838,"Life of Napoleon Bonaparte, Volume II.","Scott, Walter",59,en,NA,Public domain in the USA.,TRUE
48839,"Life of Napoleon Bonaparte, Volume III.","Scott, Walter",59,en,NA,Public domain in the USA.,TRUE
48840,"Life of Napoleon Bonaparte, Volume IV.","Scott, Walter",59,en,NA,Public domain in the USA.,TRUE
48841,"Life of Napoleon Bonaparte, Volume V.","Scott, Walter",59,en,NA,Public domain in the USA.,TRUE
48842,Dumbells of Business,"Reed, Louis Custer Martin",44995,en,NA,Public domain in the USA.,TRUE
48843,Philochristus: Memoirs of a Disciple of the Lord,"Abbott, Edwin Abbott",64,en,NA,Public domain in the USA.,TRUE
48844,"The Story of Captain, the Horse with the Human Brain","James, George Wharton",892,en,NA,Public domain in the USA.,TRUE
48845,A Girl of the North: A Story of London and Canada,"Jones, Susan Morrow",32543,en,NA,Public domain in the USA.,TRUE
48846,"Hawkins Electrical Guide v. 02 (of 10)
Questions, Answers, & Illustrations, A progressive course of study for engineers, electricians, students and those desiring to acquire a working knowledge of electricity and its applications","Hawkins, N. (Nehemiah)",39434,en,NA,Public domain in the USA.,TRUE
48847,"The History of the Island of Dominica
Containing a Description of Its Situation, Extent, Climate, Mountains, Rivers, Natural Productions, &c. &c.","Atwood, Thomas",44996,en,NA,Public domain in the USA.,TRUE
48848,Frank Armstrong at Queens,"Colton, Matthew M.",44550,en,NA,Public domain in the USA.,TRUE
48849,"Frank Armstrong, Drop Kicker","Colton, Matthew M.",44550,en,NA,Public domain in the USA.,TRUE
48851,A Balloon Ascension at Midnight,"Hall, George Eli",44997,en,NA,Public domain in the USA.,TRUE
48856,The Emancipation of South America,"Mitre, Bartolomé",37653,en,NA,Public domain in the USA.,TRUE
48858,The Expositor's Bible: The Epistle of St Paul to the Romans,"Moule, H. C. G. (Handley Carr Glyn)",25684,en,NA,Public domain in the USA.,TRUE
48860,The Brown Owl: A Fairy Story,"Ford, Ford Madox",1016,en,NA,Public domain in the USA.,TRUE
48861,"Jack, the Fire Dog","Wesselhoeft, Lily F.",45004,en,NA,Public domain in the USA.,TRUE
48862,"Little Pitchers
Flaxie Frizzle Stories","May, Sophie",3465,en,NA,Public domain in the USA.,TRUE
48863,"The Motor Boat Club off Long Island; or, A Daring Marine Game at Racing Speed","Hancock, H. Irving (Harrie Irving)",2034,en,NA,Public domain in the USA.,TRUE
48864,"Chambers's Edinburgh Journal, No. 307
New Series, Saturday, November 17, 1849",Various,116,en,Chambers's Edinburgh Journal,Public domain in the USA.,TRUE
48865,"The Family among the Australian Aborigines, a Sociological Study","Malinowski, Bronislaw",45006,en,NA,Public domain in the USA.,TRUE
48866,"The Fantasy Fan, March 1934
The Fans' Own Magazine",Various,116,en,Science Fiction,Public domain in the USA.,TRUE
48868,"Georgia: Its History, Condition and Resources","Drake, Samuel Adams",26710,en,NA,Public domain in the USA.,TRUE
48869,Fact and Fable in Psychology,"Jastrow, Joseph",35246,en,NA,Public domain in the USA.,TRUE
48870,Early Lives of Charlemagne by Eginhard and the Monk of St Gall edited by Prof. A. J. Grant,NA,NA,en,NA,Public domain in the USA.,TRUE
48871,Manual for the Solution of Military Ciphers,"Hitt, Parker",45010,en,NA,Public domain in the USA.,TRUE
48872,"Woman in Sacred History
A Series of Sketches Drawn from Scriptural, Historical, and Legendary Sources","Stowe, Harriet Beecher",115,en,NA,Public domain in the USA.,TRUE
48874,"A Brief History of Forestry.
In Europe, the United States and Other Countries","Fernow, B. E. (Bernhard Eduard)",45011,en,NA,Public domain in the USA.,TRUE
48875,The Ancient Egyptian Doctrine of the Immortality of the Soul,"Wiedemann, Alfred",45012,en,NA,Public domain in the USA.,TRUE
48876,Outlines of Creation,"Noyce, Elisha",45013,en,NA,Public domain in the USA.,TRUE
48877,"The Alberta Public School Speller
Authorized by the Minister of Education for Alberta",Anonymous,216,en,NA,Public domain in the USA.,TRUE
48879,Chapters on the History of the Southern Pacific,"Daggett, Stuart",45016,en,NA,Public domain in the USA.,TRUE
48880,Rough Beast,"Aycock, Roger D.",25679,en,Science Fiction,Public domain in the USA.,TRUE
48882,"The Mystery of the Ravenspurs
A Romance and Detective Story of Thibet and England","White, Fred M. (Fred Merrick)",3160,en,NA,Public domain in the USA.,TRUE
48883,Sea-gift: A Novel,"Fuller, Edwin W. (Edwin Wiley)",45019,en,NA,Public domain in the USA.,TRUE
48884,"Love in a Mask; Or, Imprudence and Happiness","Balzac, Honoré de",251,en,NA,Public domain in the USA.,TRUE
48885,The Curse of Pocahontas,"Gilman, Wenona",45020,en,NA,Public domain in the USA.,TRUE
48887,"The Month of Mary, According to the Spirit of St. Francis of Sales
Thirty-One Considerations With Examples, Prayers, Etc.",NA,NA,en,NA,Public domain in the USA.,TRUE
48889,"The Catholic World, Vol. 14, October 1871-March 1872
A Monthly Magazine of General Literature and Science",Various,116,en,NA,Public domain in the USA.,TRUE
48890,"Studies in Judaism, First Series","Schechter, S. (Solomon)",45024,en,NA,Public domain in the USA.,TRUE
48891,Front Lines,"Cable, Boyd",3947,en,NA,Public domain in the USA.,TRUE
48892,"Marriage with a deceased wife's sister
Leviticus XVIII. 18, considered in connection with the Law of the Levirate","Mayow, Mayow Wynell",45025,en,NA,Public domain in the USA.,TRUE
48893,"Mademoiselle de Maupin, Volume 1 (of 2)","Gautier, Théophile",5450,en,NA,Public domain in the USA.,TRUE
48894,"Mademoiselle de Maupin, Volume 2 (of 2)","Gautier, Théophile",5450,en,NA,Public domain in the USA.,TRUE
48895,"The Odysseys of Homer, together with the shorter poems",Homer,705,en,NA,Public domain in the USA.,TRUE
48897,"Famous Frontiersmen and Heroes of the Border
Their Adventurous Lives and Stirring Experiences in Pioneer Days","Johnston, Charles H. L. (Charles Haven Ladd)",32363,en,NA,Public domain in the USA.,TRUE
48898,Breaking the Outer Ring: Marine Landings in the Marshall Islands,"Chapin, John C.",44977,en,World War II,Public domain in the USA.,TRUE
48899,Breaching the Marianas: The Battle for Saipan,"Chapin, John C.",44977,en,World War II,Public domain in the USA.,TRUE
48904,"Arthur Brown, The Young Captain","Kellogg, Elijah",45035,en,NA,Public domain in the USA.,TRUE
48906,Schools of to-morrow,NA,NA,en,NA,Public domain in the USA.,TRUE
48907,"A Desk-Book of Errors in English
Including Notes on Colloquialisms and Slang to be Avoided in Conversation","Vizetelly, Frank H.",45036,en,NA,Public domain in the USA.,TRUE
48908,Legends of Norseland,NA,NA,en,NA,Public domain in the USA.,TRUE
48909,The Ashes of a God,"Bain, F. W. (Francis William)",3998,en,NA,Public domain in the USA.,TRUE
48910,A Digit of the Moon: A Hindoo Love Story,"Bain, F. W. (Francis William)",3998,en,NA,Public domain in the USA.,TRUE
48911,A Mine of Faults,"Bain, F. W. (Francis William)",3998,en,NA,Public domain in the USA.,TRUE
48912,The Little Demon,"Sologub, Fyodor",2481,en,NA,Public domain in the USA.,TRUE
48914,"The Growth of a Crystal
Being the eighteenth Robert Boyle lecture","Miers, Henry Alex",45041,en,NA,Public domain in the USA.,TRUE
48915,"Account of the Skeleton of the Mammoth
A non-descript carnivorous animal of immense size, found in America","Peale, Rembrandt",45042,en,NA,Public domain in the USA.,TRUE
48916,Outings at Odd Times,"Abbott, Charles C. (Charles Conrad)",45043,en,NA,Public domain in the USA.,TRUE
48920,"The Present State of Hayti (Saint Domingo) with Remarks on its Agriculture, Commerce, Laws, Religion, Finances, and Population","Franklin, James (Merchant)",44959,en,NA,Public domain in the USA.,TRUE
48923,"Joseph Pennell's Pictures of War Work in America
Reproductions of a series of lithographs of munition works made by him with the permission and authority of the United States government, with notes and an introduction by the artist","Pennell, Joseph",33068,en,NA,Public domain in the USA.,TRUE
48924,"Joseph Pennell's pictures of the Panama Canal
Reproductions of a series of lithographs made by him on the Isthmus of Panama, January—March 1912, together with impressions and notes by the artist","Pennell, Joseph",33068,en,NA,Public domain in the USA.,TRUE
48925,A History of the Durham Miner's Association 1870-1904,"Wilson, John",45039,en,NA,Public domain in the USA.,TRUE
48927,The Dream of Gerontius,"Newman, John Henry",8264,en,NA,Public domain in the USA.,TRUE
48928,The Green God's Pavilion: A novel of the Philippines,"Martin, Mabel Wood",45045,en,NA,Public domain in the USA.,TRUE
48929,Backwoods Surgery & Medicine,"Moody, Charles Stuart",45046,en,NA,Public domain in the USA.,TRUE
48930,"Stephen H. Branch's Alligator, Vol. 1 no. 02, May 1, 1858",NA,NA,en,NA,Public domain in the USA.,TRUE
48931,"Stephen H. Branch's Alligator, Vol. 1 no. 03, May 8, 1858",NA,NA,en,NA,Public domain in the USA.,TRUE
48932,"Stephen H. Branch's Alligator, Vol. 1 no. 04, May 15, 1858",NA,NA,en,NA,Public domain in the USA.,TRUE
48936,Up The Slot: Marines in the Central Solomons,"Melson, Charles D.",45050,en,World War II,Public domain in the USA.,TRUE
48937,The Wiving of Lance Cleaverage,"MacGowan, Alice",32071,en,NA,Public domain in the USA.,TRUE
48938,"Ada, the Betrayed; Or, The Murder at the Old Smithy. A Romance of Passion","Rymer, James Malcolm",45051,en,NA,Public domain in the USA.,TRUE
48941,"True Stories of the Great War, Volume 2 (of 6)
Tales of Adventure--Heroic Deeds--Exploits Told by the Soldiers, Officers, Nurses, Diplomats, Eye Witnesses",NA,NA,en,NA,Public domain in the USA.,TRUE
48942,The Youngest Sister: A Tale of Manitoba,"Marchant, Bessie",3845,en,NA,Public domain in the USA.,TRUE
48947,Boy Scouts on the Trail,"Garth, John",45054,en,NA,Public domain in the USA.,TRUE
48948,The Boy Scouts in the Great Flood,"Shaler, Robert",4733,en,NA,Public domain in the USA.,TRUE
48949,The Bird Hospital,"Bascom, Caroline Crowninshield",45055,en,NA,Public domain in the USA.,TRUE
48950,English Translations from the Greek: A Bibliographical Survey,"Foster, Finley Melville Kendall",45056,en,NA,Public domain in the USA.,TRUE
48951,Dotty Dimple at School,"May, Sophie",3465,en,NA,Public domain in the USA.,TRUE
48952,Phases of Irish History,"Mac Neill, Eoin",45057,en,NA,Public domain in the USA.,TRUE
48953,The Invasions of England,NA,NA,en,NA,Public domain in the USA.,TRUE
48955,The Ocean Wireless Boys on the Atlantic,"Goldfrap, John Henry",1974,en,NA,Public domain in the USA.,TRUE
48959,Moorland Idylls,"Allen, Grant",1452,en,NA,Public domain in the USA.,TRUE
48960,Travels in Brazil,"Koster, Henry",45060,en,NA,Public domain in the USA.,TRUE
48963,The Viper of Milan: A Romance of Lombardy,"Bowen, Marjorie",41727,en,NA,Public domain in the USA.,TRUE
48966,"The Provinces of the Roman Empire, from Caesar to Diocletian. v. 1","Mommsen, Theodor",1105,en,NA,Public domain in the USA.,TRUE
48967,Mythology among the Hebrews and Its Historical Development,"Goldziher, Ignác",45066,en,NA,Public domain in the USA.,TRUE
48969,A Close Encounter: The Marine Landing on Tinian,"Harwood, Richard",45069,en,World War II,Public domain in the USA.,TRUE
48970,Across Texas,"Ellis, Edward Sylvester",2569,en,NA,Public domain in the USA.,TRUE
48972,"""Boots and Saddles""; Or, Life in Dakota with General Custer","Custer, Elizabeth Bacon",40799,en,NA,Public domain in the USA.,TRUE
48973,"Three Apostles of Quakerism: Popular Sketches of Fox, Penn and Barclay","Rhodes, Benjamin",45068,en,NA,Public domain in the USA.,TRUE
48974,"As Others Saw Him: A Retrospect, A.D. 54","Jacobs, Joseph",2470,en,NA,Public domain in the USA.,TRUE
48975,The Gland Stealers,"Gayton, Bertram",45070,en,NA,Public domain in the USA.,TRUE
48976,Once Upon a Time in Delaware,"Pyle, Katharine",1139,en,NA,Public domain in the USA.,TRUE
48977,Johann Sebastian Bach,"Peyser, Herbert F. (Herbert Francis)",45073,en,NA,Public domain in the USA.,TRUE
48978,Things Worth Doing and How To Do Them,NA,NA,en,NA,Public domain in the USA.,TRUE
48980,Personal Recollections of Distinguished Generals,"Shanks, William Franklin Gore",45075,en,NA,Public domain in the USA.,TRUE
48981,Dissection of the Platana and the Frog,NA,NA,en,NA,Public domain in the USA.,TRUE
48983,"The Sports and Pastimes of the People of England
Including the Rural and Domestic Recreations, May Games, Mummeries, Shows, Processions, Pageants, and Pompous Spectacles from the Earliest Period to the Present Time","Strutt, Joseph",45078,en,NA,Public domain in the USA.,TRUE
48984,The Heart Line: A Drama of San Francisco,"Burgess, Gelett",3732,en,NA,Public domain in the USA.,TRUE
48985,"The English Flower Garden
with illustrative notes","Bright, Henry Arthur",40151,en,NA,Public domain in the USA.,TRUE
48986,Around the Camp-fire,"Roberts, Charles G. D., Sir",2272,en,NA,Public domain in the USA.,TRUE
48987,Essays on Darwinism,"Stebbing, Thomas Roscoe Rede",45079,en,NA,Public domain in the USA.,TRUE
48989,Tinman,"Gallon, Tom",40999,en,NA,Public domain in the USA.,TRUE
48990,Old-Dad,"Abbott, Eleanor Hallowell",5556,en,NA,Public domain in the USA.,TRUE
48991,Leyte: The Return to the Philippines,"Cannon, M. Hamlin",45081,en,World War II,Public domain in the USA.,TRUE
48992,From Pekin to Calais by Land,"De Windt, Harry",3779,en,NA,Public domain in the USA.,TRUE
48993,"Crater Lake National Park, Oregon (1938)",United States. National Park Service,45167,en,NA,Public domain in the USA.,TRUE
48994,The Old Humanities and the New Science,"Osler, William",660,en,NA,Public domain in the USA.,TRUE
48995,"Luther, vol. 1 of 6","Grisar, Hartmann",45083,en,NA,Public domain in the USA.,TRUE
48996,"India and Tibet
A history of the relations which have subsisted between the two countries from the time of Warren Hastings to 1910; with a particular account of the mission to Lhasa of 1904","Younghusband, Francis Edward, Sir",32545,en,NA,Public domain in the USA.,TRUE
